,bounding_boxes
12972,"[[855, 872, 1004, 861]]"
12855,"[[1220, 618, 869, 329]]"
12854,"[[1270, 643, 905, 343]]"
12853,"[[1007, 509, 718, 273]]"
12852,"[[357, 1004, 3100, 1944]]"
12851,"[[229, 641, 1980, 1243]]"
12850,"[[211, 595, 1834, 1151]]"
12849,"[[263, 737, 2277, 1429]]"
12848,"[[365, 1029, 3172, 1990]]"
12847,"[[377, 1060, 3268, 2051]]"
12846,"[[1187, 1342, 476, 535]]"
12845,"[[2519, 2137, 826, 864]]"
12844,"[[1589, 1347, 521, 545]]"
12843,"[[1533, 1300, 502, 526]]"
12842,"[[980, 693, 442, 499]]"
12841,"[[1242, 877, 559, 631]]"
12840,"[[1238, 875, 557, 629]]"
12839,"[[1881, 1329, 847, 957]]"
12838,"[[1242, 877, 559, 631]]"
12837,"[[1621, 1145, 731, 825]]"
12856,"[[1243, 629, 887, 335]]"
12836,"[[1009, 713, 455, 513]]"
12857,"[[1210, 613, 864, 327]]"
12859,"[[1105, 2365, 1147, 1115]]"
12878,"[[444, 278, 515, 407]]"
12877,"[[272, 300, 576, 225]]"
12876,"[[214, 235, 453, 177]]"
12875,"[[1075, 723, 507, 981]]"
12874,"[[948, 636, 447, 863]]"
12873,"[[1177, 791, 555, 1072]]"
12872,"[[1053, 707, 496, 960]]"
12871,"[[1240, 833, 585, 1130]]"
12870,"[[1040, 698, 489, 947]]"
12869,"[[1046, 702, 492, 954]]"
12868,"[[1026, 689, 483, 935]]"
12867,"[[1115, 747, 525, 1015]]"
12866,"[[2114, 2046, 1540, 1667]]"
12865,"[[1306, 1264, 951, 1030]]"
12864,"[[1999, 1935, 1455, 1575]]"
12863,"[[1327, 1284, 966, 1046]]"
12862,"[[1176, 1138, 856, 926]]"
12861,"[[1933, 1872, 1408, 1526]]"
12860,"[[675, 1447, 702, 683]]"
12858,"[[670, 1436, 697, 677]]"
12835,"[[1307, 924, 589, 664]]"
12833,"[[1131, 608, 1070, 720]]"
12832,"[[1071, 576, 1011, 681]]"
12807,"[[142, 122, 693, 549]]"
12806,"[[146, 126, 709, 560]]"
12805,"[[167, 144, 809, 640]]"
12804,"[[151, 130, 740, 586]]"
12803,"[[133, 115, 649, 513]]"
12802,"[[137, 119, 672, 531]]"
12801,"[[152, 131, 745, 589]]"
12800,"[[105, 91, 513, 406]]"
12799,"[[165, 141, 802, 636]]"
12798,"[[1509, 1097, 1079, 792]]"
12797,"[[1211, 882, 868, 636]]"
12796,"[[1115, 811, 797, 585]]"
12795,"[[1063, 774, 761, 558]]"
12794,"[[1512, 1100, 1082, 794]]"
12793,"[[1159, 843, 829, 608]]"
12973,"[[825, 843, 969, 832]]"
12792,"[[1095, 798, 785, 575]]"
12791,"[[1034, 751, 739, 543]]"
12790,"[[1646, 1196, 1177, 865]]"
12808,"[[158, 136, 773, 613]]"
12809,"[[95, 82, 460, 364]]"
12810,"[[241, 208, 1174, 928]]"
12811,"[[147, 127, 716, 567]]"
12831,"[[1135, 611, 1074, 723]]"
12830,"[[1625, 874, 1536, 1035]]"
12829,"[[972, 523, 920, 620]]"
12828,"[[938, 505, 887, 596]]"
12827,"[[1492, 804, 1411, 951]]"
12826,"[[1177, 633, 1112, 749]]"
12825,"[[1068, 575, 1008, 679]]"
12824,"[[1739, 1415, 504, 792]]"
12823,"[[1721, 1400, 499, 784]]"
12879,"[[492, 422, 478, 352]]"
12822,"[[1980, 1611, 576, 904]]"
12820,"[[1183, 963, 343, 540]]"
12819,"[[1327, 1080, 386, 604]]"
12818,"[[1917, 1559, 556, 873]]"
12817,"[[1739, 1415, 504, 792]]"
12816,"[[1862, 1515, 542, 849]]"
12815,"[[1076, 960, 1405, 1156]]"
12814,"[[1048, 934, 1367, 1126]]"
12813,"[[1016, 906, 1327, 1091]]"
12812,"[[87, 75, 425, 336]]"
12821,"[[2036, 1656, 592, 928]]"
12880,"[[347, 298, 336, 248]]"
12834,"[[1222, 863, 550, 620]]"
12882,"[[459, 393, 444, 328]]"
12947,"[[912, 438, 1188, 1190]]"
12946,"[[727, 349, 948, 948]]"
12945,"[[721, 346, 940, 941]]"
12944,"[[773, 372, 1007, 1009]]"
12943,"[[899, 821, 1041, 923]]"
12942,"[[755, 691, 874, 775]]"
12941,"[[905, 829, 1050, 929]]"
12940,"[[966, 883, 1118, 992]]"
12939,"[[731, 669, 848, 752]]"
12938,"[[924, 845, 1070, 949]]"
12937,"[[799, 540, 1325, 704]]"
12936,"[[727, 492, 1208, 643]]"
12935,"[[1137, 771, 1889, 1004]]"
12934,"[[4, 56, 1042, 667]]"
12933,"[[3, 42, 794, 510]]"
12932,"[[4, 55, 1029, 660]]"
12931,"[[5, 56, 1051, 674]]"
12930,"[[5, 56, 1037, 664]]"
12929,"[[5, 52, 979, 628]]"
12949,"[[970, 467, 1264, 1265]]"
12950,"[[671, 323, 874, 874]]"
12951,"[[1306, 1318, 323, 237]]"
12952,"[[1858, 1877, 460, 338]]"
12970,"[[1049, 818, 979, 655]]"
12971,"[[752, 660, 832, 671]]"
12969,"[[1066, 832, 996, 666]]"
12968,"[[982, 766, 916, 612]]"
12881,"[[313, 268, 303, 224]]"
12967,"[[1468, 1146, 1371, 916]]"
12966,"[[1036, 808, 968, 647]]"
12965,"[[1048, 818, 978, 654]]"
12964,"[[978, 763, 913, 610]]"
12928,"[[3, 43, 797, 510]]"
12963,"[[1468, 1146, 1371, 916]]"
12961,"[[692, 357, 1637, 1205]]"
12960,"[[677, 348, 1598, 1178]]"
12959,"[[595, 305, 1405, 1036]]"
12958,"[[144, 178, 207, 184]]"
12957,"[[190, 234, 272, 242]]"
12956,"[[937, 450, 803, 753]]"
12955,"[[299, 216, 389, 287]]"
12954,"[[402, 292, 522, 386]]"
12953,"[[1259, 907, 415, 262]]"
12962,"[[673, 346, 1590, 1170]]"
12927,"[[5, 52, 979, 628]]"
12948,"[[665, 320, 866, 868]]"
12896,"[[1087, 886, 720, 294]]"
12901,"[[1364, 715, 178, 196]]"
12900,"[[2156, 1131, 281, 310]]"
12899,"[[2072, 1088, 271, 298]]"
12898,"[[1471, 772, 191, 211]]"
12897,"[[882, 718, 583, 238]]"
12883,"[[455, 391, 442, 327]]"
12895,"[[1057, 862, 700, 286]]"
12894,"[[1090, 889, 722, 295]]"
12893,"[[1095, 891, 725, 297]]"
12892,"[[324, 279, 315, 232]]"
12891,"[[487, 417, 471, 349]]"
12890,"[[316, 269, 307, 226]]"
12889,"[[324, 279, 315, 232]]"
12888,"[[317, 270, 307, 227]]"
12887,"[[455, 391, 442, 327]]"
12926,"[[4, 56, 1053, 675]]"
12886,"[[491, 421, 476, 351]]"
12884,"[[346, 296, 336, 249]]"
12885,"[[309, 264, 298, 220]]"
12903,"[[1650, 1206, 799, 865]]"
12904,"[[1194, 872, 578, 626]]"
12902,"[[1399, 735, 183, 200]]"
12914,"[[610, 418, 438, 413]]"
12924,"[[953, 1146, 853, 371]]"
12921,"[[884, 1063, 791, 344]]"
12920,"[[791, 952, 708, 310]]"
12919,"[[834, 1003, 747, 325]]"
12918,"[[969, 1164, 866, 378]]"
12917,"[[290, 224, 515, 339]]"
12905,"[[1140, 832, 552, 597]]"
12916,"[[271, 208, 481, 317]]"
12915,"[[822, 562, 588, 557]]"
12922,"[[988, 1188, 885, 385]]"
12923,"[[989, 1189, 886, 386]]"
12912,"[[1033, 707, 740, 701]]"
12911,"[[1104, 755, 790, 750]]"
12910,"[[1125, 770, 807, 764]]"
12909,"[[1085, 743, 778, 736]]"
12908,"[[1156, 579, 1674, 1886]]"
12907,"[[1107, 556, 1605, 1808]]"
12925,"[[3, 42, 795, 509]]"
12906,"[[826, 413, 1196, 1348]]"
12913,"[[1062, 726, 762, 722]]"
280971,"[[2, 8, 2962, 2495]]"
280781,"[[273, 758, 2186, 1105]]"
280970,"[[499, 636, 2137, 914]]"
280782,"[[340, 939, 2707, 1369]]"
280969,"[[746, 950, 3195, 1367]]"
280967,"[[19, 22, 1419, 1630]]"
280619,"[[890, 755, 868, 599]]"
280783,"[[314, 866, 2500, 1264]]"
280617,"[[2181, 1851, 2126, 1469]]"
280616,"[[1334, 1131, 1299, 899]]"
280615,"[[1325, 1124, 1292, 892]]"
280614,"[[1307, 1108, 1273, 880]]"
280613,"[[1281, 1086, 1247, 862]]"
280612,"[[1120, 949, 1091, 754]]"
280611,"[[1232, 1044, 1200, 830]]"
280610,"[[98, 349, 2588, 1675]]"
280609,"[[100, 352, 2600, 1682]]"
280608,"[[97, 347, 2564, 1659]]"
280607,"[[99, 348, 2578, 1668]]"
280620,"[[1187, 357, 1954, 1404]]"
280606,"[[100, 352, 2600, 1682]]"
280604,"[[1101, 498, 1610, 1119]]"
280603,"[[1185, 535, 1734, 1204]]"
280602,"[[820, 370, 1199, 833]]"
280601,"[[824, 372, 1204, 836]]"
280600,"[[1238, 559, 1810, 1258]]"
280599,"[[832, 376, 1218, 845]]"
280598,"[[826, 372, 1207, 839]]"
280597,"[[994, 449, 1455, 1011]]"
280596,"[[754, 340, 1104, 767]]"
280595,"[[807, 365, 1182, 820]]"
280594,"[[1013, 103, 1818, 2205]]"
280593,"[[883, 89, 1584, 1922]]"
280592,"[[1324, 134, 2378, 2883]]"
280605,"[[99, 348, 2578, 1668]]"
280591,"[[921, 94, 1653, 2005]]"
280621,"[[737, 223, 1213, 872]]"
280623,"[[1802, 544, 2966, 2133]]"
280651,"[[1290, 1231, 378, 299]]"
280650,"[[1041, 995, 305, 242]]"
280649,"[[1363, 1301, 399, 317]]"
280648,"[[1145, 992, 1021, 779]]"
280647,"[[1227, 1064, 1094, 833]]"
280646,"[[942, 816, 839, 640]]"
280645,"[[1222, 1060, 1090, 830]]"
280644,"[[984, 854, 878, 669]]"
280643,"[[1231, 1067, 1098, 837]]"
280642,"[[1124, 973, 1000, 763]]"
280641,"[[964, 834, 858, 655]]"
280640,"[[995, 863, 888, 676]]"
280639,"[[1132, 981, 1010, 770]]"
280622,"[[939, 283, 1545, 1110]]"
280638,"[[1157, 1196, 691, 470]]"
280636,"[[989, 1022, 591, 403]]"
280635,"[[1107, 1144, 662, 451]]"
280634,"[[1229, 1269, 733, 500]]"
280633,"[[1230, 1272, 735, 500]]"
280632,"[[1159, 1198, 693, 470]]"
280631,"[[1152, 1189, 687, 468]]"
280630,"[[1159, 1196, 691, 470]]"
280629,"[[970, 1002, 579, 393]]"
280628,"[[1031, 310, 1695, 1219]]"
280627,"[[960, 289, 1579, 1136]]"
280626,"[[1223, 369, 2014, 1448]]"
280625,"[[1730, 523, 2847, 2047]]"
280624,"[[945, 285, 1556, 1119]]"
280637,"[[1146, 1183, 683, 465]]"
280652,"[[792, 757, 232, 184]]"
280590,"[[994, 101, 1785, 2164]]"
280588,"[[924, 94, 1659, 2011]]"
280555,"[[916, 381, 386, 366]]"
280554,"[[72, 209, 1982, 1274]]"
280553,"[[70, 200, 1893, 1217]]"
280552,"[[99, 284, 2678, 1721]]"
280551,"[[83, 241, 2276, 1463]]"
280550,"[[86, 246, 2317, 1489]]"
280549,"[[91, 261, 2465, 1584]]"
280548,"[[98, 281, 2644, 1699]]"
280547,"[[99, 286, 2693, 1730]]"
280546,"[[83, 242, 2284, 1467]]"
280545,"[[80, 230, 2168, 1394]]"
280544,"[[1507, 1464, 663, 804]]"
280543,"[[1982, 1925, 871, 1056]]"
280556,"[[1032, 430, 435, 413]]"
280542,"[[1367, 1326, 600, 729]]"
280540,"[[1426, 1384, 626, 759]]"
280539,"[[1345, 1306, 590, 716]]"
280538,"[[1804, 1752, 792, 961]]"
280537,"[[1467, 1423, 643, 781]]"
280536,"[[1598, 1482, 889, 612]]"
280535,"[[989, 916, 549, 379]]"
280534,"[[1121, 1039, 623, 428]]"
280533,"[[1249, 942, 362, 368]]"
280532,"[[1284, 969, 371, 378]]"
280531,"[[1218, 1194, 557, 486]]"
280530,"[[1123, 1099, 512, 449]]"
280529,"[[986, 965, 451, 393]]"
280528,"[[757, 740, 345, 302]]"
280541,"[[1268, 1232, 556, 675]]"
280589,"[[1384, 140, 2485, 3013]]"
280557,"[[1480, 618, 625, 591]]"
280559,"[[1286, 374, 574, 699]]"
280587,"[[385, 0, 2528, 2460]]"
280586,"[[388, 0, 2559, 2490]]"
280585,"[[386, 0, 2539, 2469]]"
280584,"[[293, 0, 1924, 1871]]"
280583,"[[41, 19, 2712, 2234]]"
280582,"[[48, 23, 3122, 2573]]"
280581,"[[42, 20, 2720, 2242]]"
280580,"[[48, 21, 3102, 2556]]"
280579,"[[44, 21, 2848, 2346]]"
280578,"[[45, 20, 2900, 2390]]"
280577,"[[42, 19, 2682, 2210]]"
280576,"[[43, 20, 2790, 2297]]"
280575,"[[34, 15, 2226, 1835]]"
280558,"[[2340, 681, 1046, 1271]]"
280574,"[[41, 18, 2657, 2189]]"
280572,"[[217, 934, 1829, 1441]]"
280571,"[[184, 788, 1542, 1216]]"
280570,"[[206, 881, 1723, 1359]]"
280569,"[[206, 881, 1723, 1359]]"
280568,"[[204, 144, 2195, 1448]]"
280567,"[[1529, 445, 683, 831]]"
280566,"[[992, 288, 444, 540]]"
280565,"[[1259, 367, 563, 683]]"
280564,"[[1393, 405, 622, 757]]"
280563,"[[1415, 412, 633, 770]]"
280562,"[[1946, 567, 871, 1057]]"
280561,"[[1394, 407, 624, 757]]"
280560,"[[1487, 432, 666, 807]]"
280573,"[[216, 926, 1811, 1429]]"
280653,"[[1284, 1226, 376, 298]]"
280654,"[[1640, 1566, 480, 380]]"
280655,"[[1106, 1056, 324, 257]]"
280748,"[[180, 419, 1787, 1909]]"
280747,"[[269, 624, 2670, 2852]]"
280746,"[[203, 471, 2012, 2149]]"
280745,"[[209, 485, 2077, 2218]]"
280744,"[[294, 684, 2925, 3125]]"
280743,"[[1197, 1252, 750, 592]]"
280742,"[[1184, 1239, 742, 587]]"
280741,"[[1510, 1579, 944, 747]]"
280740,"[[1209, 1091, 680, 515]]"
280739,"[[1310, 1183, 737, 558]]"
280738,"[[1029, 930, 578, 438]]"
280737,"[[1065, 960, 598, 453]]"
280736,"[[1316, 1188, 738, 559]]"
280749,"[[190, 439, 1880, 2009]]"
280735,"[[1306, 1178, 734, 555]]"
280733,"[[1271, 1193, 425, 426]]"
280732,"[[1069, 1005, 358, 358]]"
280731,"[[1044, 982, 349, 349]]"
280730,"[[1362, 1278, 456, 456]]"
280729,"[[1246, 1171, 416, 416]]"
280728,"[[1257, 1180, 420, 420]]"
280727,"[[1106, 1038, 371, 371]]"
280726,"[[1356, 1274, 454, 453]]"
280725,"[[1042, 979, 349, 348]]"
280724,"[[1093, 1026, 365, 365]]"
280723,"[[1316, 1343, 358, 371]]"
280722,"[[837, 854, 229, 237]]"
280721,"[[1100, 1122, 299, 310]]"
280734,"[[1222, 1104, 686, 520]]"
280720,"[[1732, 1765, 471, 488]]"
280750,"[[190, 442, 1891, 2020]]"
280752,"[[1761, 1633, 593, 660]]"
280780,"[[218, 38, 2750, 2779]]"
280779,"[[220, 38, 2789, 2818]]"
280778,"[[177, 32, 2252, 2276]]"
280777,"[[233, 41, 2946, 2980]]"
280776,"[[212, 37, 2693, 2724]]"
280775,"[[189, 34, 2391, 2416]]"
280774,"[[220, 38, 2776, 2808]]"
280773,"[[280, 49, 3545, 3582]]"
280772,"[[8, 798, 2106, 1238]]"
280771,"[[1337, 1257, 531, 460]]"
280770,"[[1347, 1266, 535, 465]]"
280769,"[[1090, 1026, 433, 376]]"
280768,"[[1345, 1263, 532, 463]]"
280751,"[[1258, 1166, 422, 471]]"
280767,"[[1052, 989, 417, 362]]"
280765,"[[1261, 1186, 500, 435]]"
280764,"[[1259, 1184, 500, 435]]"
280763,"[[1340, 1259, 531, 461]]"
280762,"[[1259, 1184, 500, 435]]"
280761,"[[1297, 1314, 337, 276]]"
280760,"[[1388, 1409, 361, 296]]"
280759,"[[1089, 1105, 283, 233]]"
280758,"[[1127, 1143, 292, 240]]"
280757,"[[1270, 1287, 329, 270]]"
280756,"[[1277, 1182, 430, 479]]"
280755,"[[1284, 1189, 432, 480]]"
280754,"[[1250, 1159, 421, 468]]"
280753,"[[1308, 1212, 440, 490]]"
280766,"[[1252, 1177, 496, 432]]"
280719,"[[1440, 1469, 393, 405]]"
280718,"[[1169, 1192, 318, 330]]"
280717,"[[1344, 1370, 366, 379]]"
280683,"[[1519, 1217, 435, 229]]"
280682,"[[1164, 1364, 1685, 1447]]"
280681,"[[1136, 1330, 1643, 1412]]"
280680,"[[1236, 1449, 1788, 1538]]"
280679,"[[1164, 1364, 1685, 1447]]"
280678,"[[953, 1116, 1378, 1185]]"
280677,"[[1150, 1350, 1666, 1433]]"
280676,"[[1160, 1358, 1677, 1442]]"
280675,"[[974, 1142, 1411, 1213]]"
280674,"[[994, 1167, 1441, 1237]]"
280673,"[[1166, 1366, 1687, 1449]]"
280672,"[[383, 72, 2286, 2192]]"
280671,"[[630, 120, 3766, 3610]]"
280684,"[[1258, 1008, 360, 190]]"
280670,"[[1709, 1409, 383, 261]]"
280668,"[[1248, 1029, 279, 191]]"
280667,"[[1335, 1101, 299, 205]]"
280666,"[[1114, 1162, 3445, 2587]]"
280665,"[[1102, 1148, 3403, 2557]]"
280664,"[[587, 613, 1816, 1365]]"
280663,"[[699, 729, 2162, 1624]]"
280662,"[[713, 743, 2206, 1656]]"
280661,"[[1224, 1218, 754, 576]]"
280660,"[[1190, 1186, 734, 560]]"
280659,"[[1735, 1729, 1070, 816]]"
280658,"[[1293, 1289, 797, 608]]"
280657,"[[1246, 1191, 364, 289]]"
280656,"[[1273, 1215, 372, 295]]"
280669,"[[1749, 1440, 391, 268]]"
280685,"[[1389, 1113, 397, 209]]"
280686,"[[1880, 1508, 539, 283]]"
280687,"[[1146, 236, 1240, 310]]"
280716,"[[1129, 1151, 308, 318]]"
280715,"[[743, 257, 1108, 1438]]"
280714,"[[1373, 1287, 577, 513]]"
280713,"[[1291, 1208, 541, 482]]"
280712,"[[1114, 1045, 468, 417]]"
280711,"[[1375, 1290, 578, 514]]"
280710,"[[1367, 1280, 573, 512]]"
280709,"[[1281, 1200, 537, 479]]"
280708,"[[1281, 1200, 537, 479]]"
280707,"[[1379, 1292, 578, 515]]"
280706,"[[1079, 1011, 452, 403]]"
280705,"[[960, 1187, 578, 403]]"
280704,"[[1137, 1407, 686, 478]]"
280703,"[[992, 1227, 599, 417]]"
280702,"[[1223, 1512, 737, 515]]"
280701,"[[935, 1157, 563, 394]]"
280700,"[[1117, 1382, 674, 471]]"
280699,"[[712, 881, 428, 299]]"
280698,"[[1140, 1411, 687, 479]]"
280697,"[[938, 1160, 565, 394]]"
280696,"[[1471, 1819, 886, 619]]"
280695,"[[1846, 381, 1994, 498]]"
280694,"[[1767, 364, 1909, 477]]"
280693,"[[1517, 313, 1638, 409]]"
280692,"[[1309, 270, 1414, 353]]"
280691,"[[1233, 255, 1333, 332]]"
280690,"[[1389, 285, 1500, 375]]"
280689,"[[2042, 422, 2207, 552]]"
280688,"[[2173, 448, 2350, 587]]"
280527,"[[14, 665, 1983, 748]]"
280526,"[[14, 729, 2176, 819]]"
280525,"[[14, 719, 2145, 808]]"
280524,"[[12, 630, 1877, 708]]"
280874,"[[548, 544, 1136, 1036]]"
280875,"[[714, 708, 1481, 1350]]"
280876,"[[611, 608, 1269, 1158]]"
280877,"[[546, 541, 1133, 1032]]"
280878,"[[544, 540, 1130, 1029]]"
280879,"[[641, 636, 1330, 1211]]"
280880,"[[980, 1258, 444, 313]]"
280881,"[[1363, 1750, 617, 434]]"
280882,"[[1610, 2065, 730, 513]]"
280883,"[[1610, 1299, 740, 648]]"
280884,"[[1074, 867, 494, 431]]"
280885,"[[1134, 913, 521, 455]]"
280886,"[[1370, 1105, 630, 550]]"
280873,"[[605, 601, 1258, 1145]]"
280887,"[[1295, 1044, 596, 521]]"
280889,"[[888, 715, 407, 357]]"
280890,"[[1156, 933, 532, 465]]"
280891,"[[874, 706, 403, 351]]"
280892,"[[1989, 1605, 914, 799]]"
280893,"[[1476, 1224, 229, 283]]"
280894,"[[1282, 1065, 200, 245]]"
280895,"[[1240, 1029, 193, 238]]"
280896,"[[1445, 1199, 224, 277]]"
280897,"[[1581, 1313, 246, 302]]"
280898,"[[1367, 1295, 210, 291]]"
280899,"[[1332, 1260, 203, 284]]"
280900,"[[1396, 1320, 213, 298]]"
280901,"[[1946, 1841, 297, 414]]"
280888,"[[1053, 850, 486, 424]]"
280902,"[[819, 594, 1240, 963]]"
280872,"[[961, 954, 1995, 1819]]"
280870,"[[564, 561, 1170, 1067]]"
280842,"[[58, 28, 2932, 2612]]"
280843,"[[77, 36, 3881, 3459]]"
280844,"[[55, 26, 2831, 2523]]"
280845,"[[1496, 1537, 751, 1114]]"
280846,"[[1233, 1267, 618, 918]]"
280847,"[[1608, 1653, 807, 1196]]"
280848,"[[1577, 1621, 790, 1173]]"
280849,"[[1233, 1267, 618, 918]]"
280850,"[[1470, 1509, 736, 1094]]"
280851,"[[1237, 1271, 619, 919]]"
280852,"[[1653, 1698, 828, 1230]]"
280853,"[[1738, 1785, 870, 1292]]"
280854,"[[1240, 1274, 621, 922]]"
280871,"[[659, 654, 1367, 1245]]"
280855,"[[656, 27, 1905, 3602]]"
280857,"[[668, 28, 1940, 3672]]"
280858,"[[503, 21, 1465, 2770]]"
280859,"[[755, 31, 2196, 4155]]"
280860,"[[92, 74, 2685, 1878]]"
280861,"[[92, 73, 2703, 1891]]"
280862,"[[67, 52, 1927, 1349]]"
280863,"[[92, 73, 2703, 1891]]"
280864,"[[87, 69, 2509, 1755]]"
280865,"[[80, 62, 2302, 1611]]"
280866,"[[80, 64, 2347, 1641]]"
280867,"[[80, 64, 2354, 1646]]"
280868,"[[82, 65, 2415, 1688]]"
280869,"[[84, 68, 2470, 1728]]"
280856,"[[660, 26, 1920, 3634]]"
280903,"[[1258, 910, 1903, 1479]]"
280904,"[[37, 37, 2747, 2711]]"
280905,"[[38, 38, 2722, 2689]]"
280939,"[[1165, 1136, 444, 222]]"
280940,"[[166, 225, 2740, 2228]]"
280941,"[[161, 218, 2650, 2156]]"
280942,"[[152, 206, 2499, 2033]]"
280943,"[[117, 159, 1929, 1568]]"
280944,"[[159, 216, 2623, 2133]]"
280945,"[[165, 223, 2726, 2216]]"
280946,"[[181, 243, 2968, 2413]]"
280947,"[[246, 333, 4063, 3305]]"
280948,"[[653, 920, 1907, 639]]"
280949,"[[599, 845, 1749, 586]]"
280950,"[[607, 856, 1773, 595]]"
280951,"[[604, 852, 1767, 593]]"
280938,"[[1802, 1755, 688, 343]]"
280952,"[[607, 856, 1773, 595]]"
280954,"[[589, 829, 1720, 577]]"
280955,"[[598, 842, 1747, 585]]"
280956,"[[590, 831, 1723, 577]]"
280957,"[[611, 861, 1787, 600]]"
280958,"[[37, 44, 2800, 3218]]"
280959,"[[27, 34, 2157, 2481]]"
280960,"[[27, 32, 2029, 2334]]"
280961,"[[25, 32, 1961, 2253]]"
280962,"[[22, 27, 1659, 1907]]"
280963,"[[35, 42, 2670, 3068]]"
280964,"[[24, 29, 1821, 2092]]"
280965,"[[40, 49, 3114, 3580]]"
280966,"[[22, 27, 1744, 2005]]"
280953,"[[653, 921, 1911, 640]]"
280937,"[[1406, 783, 743, 744]]"
280936,"[[1408, 783, 744, 745]]"
280935,"[[1319, 734, 697, 698]]"
280906,"[[32, 32, 2283, 2254]]"
280907,"[[41, 41, 2987, 2948]]"
280908,"[[41, 40, 2964, 2926]]"
280909,"[[34, 33, 2417, 2386]]"
280910,"[[38, 39, 2777, 2742]]"
280911,"[[32, 32, 2387, 2357]]"
280912,"[[41, 40, 2975, 2937]]"
280913,"[[32, 32, 2337, 2308]]"
280914,"[[1704, 1214, 2045, 1105]]"
280915,"[[1973, 1405, 2369, 1280]]"
280916,"[[1035, 737, 1243, 672]]"
280917,"[[1196, 851, 1435, 776]]"
280918,"[[1208, 861, 1451, 784]]"
280919,"[[1355, 1026, 466, 779]]"
280920,"[[1069, 809, 367, 615]]"
280921,"[[1365, 1035, 469, 785]]"
280922,"[[1361, 1030, 468, 782]]"
280923,"[[1268, 961, 437, 730]]"
280924,"[[1363, 1033, 468, 784]]"
280925,"[[1257, 952, 433, 723]]"
280926,"[[1105, 837, 379, 634]]"
280927,"[[1268, 961, 437, 730]]"
280928,"[[1412, 785, 746, 747]]"
280929,"[[1105, 615, 584, 584]]"
280930,"[[1319, 734, 697, 698]]"
280931,"[[1321, 736, 698, 699]]"
280932,"[[1312, 731, 693, 694]]"
280933,"[[1143, 635, 604, 605]]"
280934,"[[1401, 780, 739, 741]]"
280841,"[[75, 36, 3799, 3386]]"
280968,"[[794, 1010, 3397, 1452]]"
280840,"[[88, 41, 4416, 3935]]"
280838,"[[1328, 1013, 454, 703]]"
280491,"[[1922, 1526, 550, 757]]"
280490,"[[1320, 1049, 378, 521]]"
280489,"[[1955, 1553, 559, 771]]"
280488,"[[1389, 1104, 398, 548]]"
280487,"[[1782, 1416, 509, 701]]"
280486,"[[1800, 1431, 514, 708]]"
280485,"[[1283, 1019, 366, 505]]"
280484,"[[737, 1128, 343, 299]]"
280483,"[[727, 1111, 338, 296]]"
280482,"[[1321, 2019, 614, 537]]"
280481,"[[839, 1282, 389, 340]]"
280480,"[[1561, 1387, 742, 815]]"
280479,"[[2102, 1871, 999, 1098]]"
280492,"[[537, 457, 322, 280]]"
280478,"[[1501, 1334, 712, 784]]"
280476,"[[1532, 1361, 727, 800]]"
280475,"[[1524, 1354, 724, 796]]"
280474,"[[1505, 1339, 714, 786]]"
280473,"[[915, 967, 758, 381]]"
280472,"[[1273, 1344, 1055, 531]]"
280471,"[[1058, 1118, 878, 441]]"
280470,"[[949, 1005, 787, 396]]"
280469,"[[979, 1035, 812, 409]]"
280468,"[[941, 994, 781, 393]]"
280467,"[[983, 1040, 817, 411]]"
280466,"[[1049, 1110, 871, 439]]"
280465,"[[1450, 940, 424, 531]]"
280464,"[[1223, 792, 358, 448]]"
280477,"[[1492, 1327, 709, 779]]"
280463,"[[1426, 924, 416, 523]]"
280493,"[[1074, 913, 643, 558]]"
280495,"[[1440, 1265, 563, 353]]"
280523,"[[13, 637, 1896, 715]]"
280522,"[[13, 657, 1961, 739]]"
280521,"[[15, 777, 2315, 873]]"
280520,"[[16, 782, 2331, 878]]"
280519,"[[725, 687, 1462, 1603]]"
280518,"[[766, 726, 1546, 1696]]"
280517,"[[722, 685, 1457, 1599]]"
280516,"[[737, 698, 1485, 1629]]"
280515,"[[558, 530, 1128, 1236]]"
280514,"[[837, 793, 1688, 1854]]"
280513,"[[556, 527, 1120, 1229]]"
280512,"[[590, 558, 1188, 1305]]"
280511,"[[588, 558, 1185, 1302]]"
280494,"[[1355, 1190, 530, 333]]"
280510,"[[587, 557, 1183, 1298]]"
280508,"[[1039, 566, 487, 322]]"
280507,"[[1011, 550, 476, 314]]"
280506,"[[1018, 554, 477, 317]]"
280505,"[[1673, 912, 785, 520]]"
280504,"[[455, 611, 2025, 1680]]"
280503,"[[1134, 996, 444, 279]]"
280502,"[[1174, 1031, 458, 287]]"
280501,"[[1447, 1269, 564, 354]]"
280500,"[[1450, 1274, 566, 355]]"
280499,"[[1357, 1192, 530, 332]]"
280498,"[[1348, 1183, 527, 331]]"
280497,"[[1438, 1264, 562, 353]]"
280496,"[[1355, 1190, 530, 333]]"
280509,"[[1528, 684, 1374, 1761]]"
280462,"[[1266, 820, 369, 463]]"
280461,"[[1560, 1012, 456, 572]]"
280460,"[[1457, 944, 426, 532]]"
280810,"[[36, 25, 2169, 1101]]"
280811,"[[35, 24, 2125, 1079]]"
280812,"[[458, 191, 2559, 2408]]"
280813,"[[288, 121, 1615, 1521]]"
280814,"[[310, 129, 1734, 1632]]"
280815,"[[221, 92, 1242, 1169]]"
